loop,base_model_validate_accuracy_PI,base_model_validate_f1_score_PI,base_model_validate_accuracy_M,base_model_train_f1_score_M,base_model_validate_accuracy_C,base_model_train_f1_score_C,moe_acc_soft,moe_f1_weight_soft,moe_acc_hard,moe_f1_weight_hard
17,0.8579710144927536,0.7328770465289374,0.7275362318840579,0.60031560696263,0.6811594202898551,0.4575636058807716,0.8028985507246377,0.7421506390956639,0.8,0.7588411601592633
18,0.8608695652173913,0.8268226501245968,0.9043478260869565,0.8223938831498849,0.9565217391304348,0.9405849806925966,0.9652173913043478,0.9634565177422322,0.9449275362318841,0.9423175244587408
19,0.8028985507246377,0.7158016374200262,0.855072463768116,0.825588656767283,0.9739130434782609,0.9692435002385098,0.9768115942028985,0.9765001491812829,0.9681159420289855,0.9680027705775215
20,0.8289855072463768,0.7815759291521487,0.8405797101449275,0.7617008412581227,0.8318840579710145,0.822685100349436,0.9217391304347826,0.9258130457297769,0.9014492753623189,0.9055008831341418
21,0.8985507246376812,0.8709403999429051,0.8840579710144928,0.7889505383750761,0.9855072463768116,0.9835936938878116,0.991304347826087,0.9913714888894747,0.9710144927536232,0.9724562929742786
22,0.7594202898550725,0.7124299158562393,0.9565217391304348,0.9495898175671738,0.9971014492753624,0.9965465465465466,0.9971014492753624,0.9970770770770772,0.9884057971014493,0.9882834323301698
23,0.9099378881987578,0.8684280791272901,0.8695652173913043,0.8421659106159048,0.9782608695652174,0.9684166952152563,0.9782608695652174,0.9774887133772151,0.9596273291925466,0.9578243060409477
24,0.9014492753623189,0.8309310844194565,0.9159420289855073,0.8791538366263107,0.9304347826086956,0.874061183323581,0.927536231884058,0.9074510695744555,0.9043478260869565,0.8765608081380721
25,0.1826086956521739,0.22275433528499278,0.5014492753623189,0.43267433665119204,0.35942028985507246,0.3613425178866668,0.3391304347826087,0.2897650433144879,0.3536231884057971,0.3058845299553002
26,0.863768115942029,0.8008504204389686,0.8608695652173913,0.8240103813743184,0.9101449275362319,0.9066107084779685,0.9826086956521739,0.9822363447170611,0.9623188405797102,0.9597704554428322
27,0.7246376811594203,0.6614606594802537,0.8347826086956521,0.7888154145248992,0.9304347826086956,0.9536894036894037,0.881159420289855,0.867254531938011,0.8695652173913043,0.8565443396759338
28,0.8782608695652174,0.7812937486767054,0.9594202898550724,0.951507365195996,0.9217391304347826,0.9116674163667866,0.9797101449275363,0.978979225163332,0.9739130434782609,0.9730247894953777
29,0.8434782608695652,0.7283042475542856,0.9217391304347826,0.9061221796522719,0.8376811594202899,0.8416525971910269,0.9710144927536232,0.9689968907244852,0.9478260869565217,0.9400190899043075
30,0.8260869565217391,0.7315322658997587,0.8985507246376812,0.8121950528865423,0.9391304347826087,0.8998737373737373,0.8753623188405797,0.8568572379769696,0.863768115942029,0.8394622015955719
31,0.9130434782608695,0.8879882947301276,0.8898550724637682,0.8058367558660989,0.9623188405797102,0.9488613453833288,0.9507246376811594,0.9460599878892562,0.9565217391304348,0.9534036545075341
32,0.8695652173913043,0.8601995325384378,0.7710144927536232,0.6661550472527373,0.8434782608695652,0.7653147790622805,0.8376811594202899,0.8121718789727943,0.8289855072463768,0.8028453268586673
33,0.7329192546583851,0.5025499129411874,0.8136645962732919,0.6768665148907975,0.8354037267080745,0.7045074654562065,0.8416149068322981,0.8718725718725719,0.8416149068322981,0.8717872382174744
34,0.7884057971014493,0.6830312456462375,0.936231884057971,0.9059960387188462,0.9942028985507246,0.9928694881932292,0.9768115942028985,0.9753611429271448,0.9710144927536232,0.9703123658311831
35,0.9014492753623189,0.8672736791971778,0.9797101449275363,0.9699820200485094,0.9797101449275363,0.9730397966205367,0.9855072463768116,0.9851170696360987,0.9826086956521739,0.9822089100258115
36,0.7507246376811594,0.5924570948992572,0.8898550724637682,0.7851565114585133,0.7507246376811594,0.7154057521660054,0.9014492753623189,0.8827447995941147,0.8521739130434782,0.8545338016102398
37,0.9130434782608695,0.8681196783906926,0.9536231884057971,0.9425149023989481,0.9710144927536232,0.9600885206972358,0.9594202898550724,0.9532197506108328,0.9594202898550724,0.9532197506108328
38,0.855072463768116,0.7770729755989121,0.9420289855072463,0.9238063640557261,0.9797101449275363,0.9756613756613757,0.991304347826087,0.9912390087929657,0.9855072463768116,0.9854828741785264
39,0.8231884057971014,0.7615554701208572,0.9478260869565217,0.9346151807606511,0.9681159420289855,0.9564271348570129,0.9768115942028985,0.9764512427729296,0.9652173913043478,0.9644040956763256
40,0.8,0.7247946422975833,0.8434782608695652,0.813460928705827,0.9072463768115943,0.929220363453813,0.8927536231884058,0.8901650034428248,0.8608695652173913,0.8614739486355772
41,0.8492753623188406,0.758824524174045,0.9159420289855073,0.8438835470085471,0.9652173913043478,0.9455675419130569,0.9942028985507246,0.994102313457152,0.9884057971014493,0.988127719556291
42,0.8579710144927536,0.8159551290899953,0.7681159420289855,0.7651082355438164,0.9594202898550724,0.9557805687653267,0.9826086956521739,0.9821784106522901,0.9797101449275363,0.9793377501348347
43,0.8385093167701864,0.7489544153243843,0.8509316770186336,0.6022139625080801,0.9968944099378882,0.9957976475962088,0.9720496894409938,0.9717603437536991,0.9658385093167702,0.9654560327655948
44,0.7246376811594203,0.5658727596142188,0.8057971014492754,0.6759065141257998,0.9420289855072463,0.9011705621626658,0.9304347826086956,0.9271063170210485,0.9333333333333333,0.9304407274177651
45,0.8291925465838509,0.7969325630722778,0.9037267080745341,0.8662472732475326,0.968944099378882,0.9518204171610106,0.9627329192546584,0.9600119560845845,0.9440993788819876,0.9420139560496433
46,0.8819875776397516,0.8176587192952542,0.9285714285714286,0.8843396672779422,0.9906832298136646,0.9883954937895213,0.9658385093167702,0.9629940407882674,0.9565217391304348,0.9527596050058738
47,0.8996655518394648,0.8733642413924104,0.9331103678929766,0.9109503088684597,0.9498327759197325,0.9369349183078507,0.9832775919732442,0.9834466612681099,0.9665551839464883,0.9668895111716574
48,0.8405797101449275,0.8184714692371812,0.8347826086956521,0.8377849276059579,0.9014492753623189,0.8108058608058608,0.9623188405797102,0.9561400810131776,0.9420289855072463,0.9298103141993684
49,0.8782608695652174,0.827779152495807,0.9391304347826087,0.917732433384368,0.9971014492753624,0.9963229416466827,0.9855072463768116,0.9852502647350985,0.9594202898550724,0.9559089646721489
50,0.8463768115942029,0.7662981843663735,0.8869565217391304,0.8722683391456493,0.9072463768115943,0.8909207167529323,0.9565217391304348,0.9490577840757696,0.9565217391304348,0.9490577840757696
51,0.9217391304347826,0.8894827444120172,0.8724637681159421,0.7716791194803463,0.9768115942028985,0.9768124106318667,0.9884057971014493,0.9883055911224925,0.9826086956521739,0.9825084896732171
52,0.8,0.7212104726637811,0.9072463768115943,0.8638338380846434,0.9942028985507246,0.9925324675324676,0.9652173913043478,0.9637675820750414,0.9594202898550724,0.9574885127308379
53,0.9043478260869565,0.888268784314765,0.9391304347826087,0.9139477756070395,0.9217391304347826,0.9230495706949126,0.9565217391304348,0.9502526351257315,0.9536231884057971,0.9473738492343142
54,0.7478260869565218,0.5921077751625621,0.8782608695652174,0.8427453056421428,0.9797101449275363,0.9631498647236056,0.9797101449275363,0.9794453582726715,0.9594202898550724,0.9586054147556494
55,0.6434782608695652,0.4935911822801873,0.8173913043478261,0.727766081267095,0.8434782608695652,0.8015576447218431,0.7971014492753623,0.7757400888257457,0.7739130434782608,0.748128968236094
56,0.7608695652173914,0.6254735254274038,0.9192546583850931,0.8903363240128304,0.9813664596273292,0.9725178218319109,0.9720496894409938,0.9762600494743352,0.9472049689440993,0.9609565463447403
mean,0.8193115373239597,0.7451256002066285,0.8862796623666188,0.8355331701123497,0.9151238254499124,0.8899834533545956,0.9373012081086615,0.9302993100453031,0.9242955543421382,0.9178058777141459
std,0.10539090019145061,0.11901884422658197,0.07392199079788789,0.10061718520309842,0.10394933448545704,0.1227144384149704,0.09443896678458229,0.10355914324194912,0.09313093260799227,0.10152042954712089
