loop,base_model_validate_accuracy_PI,base_model_validate_f1_score_PI,base_model_validate_accuracy_M,base_model_train_f1_score_M,base_model_validate_accuracy_C,base_model_train_f1_score_C,moe_acc_soft,moe_f1_weight_soft,moe_acc_hard,moe_f1_weight_hard
24,0.8985507246376812,0.9025531152216191,0.8898550724637682,0.8981255598139231,0.9014492753623189,0.911636199276818,0.9739130434782609,0.9736397910515557,0.9478260869565217,0.9473758453505289
25,0.21159420289855072,0.19556361348255719,0.5130434782608696,0.46236905862363614,0.391304347826087,0.38904968488301817,0.3739130434782609,0.3871037575966628,0.3536231884057971,0.36258472329636154
26,0.663768115942029,0.6868015468204896,0.6,0.6410648738799553,0.7507246376811594,0.7902802670010804,0.8144927536231884,0.8150074373295424,0.7768115942028986,0.7792874800840929
27,0.7594202898550725,0.7790821634736156,0.736231884057971,0.7438113741190223,0.855072463768116,0.8758097882301704,0.8666666666666667,0.8650996720764162,0.8434782608695652,0.840657211847402
28,0.8463768115942029,0.8368066071828325,0.8202898550724638,0.8273683467231855,0.8463768115942029,0.8712112318925644,0.9623188405797102,0.9623384082772729,0.936231884057971,0.936456791324048
29,0.7507246376811594,0.7604890118955454,0.8347826086956521,0.8466889821653119,0.8521739130434782,0.8737955768081291,0.9130434782608695,0.9103045886075949,0.8753623188405797,0.8706804500352887
30,0.8521739130434782,0.8659678670704718,0.7768115942028986,0.7510276386011479,0.9159420289855073,0.9252335284593349,0.9565217391304348,0.9556259454268726,0.9072463768115943,0.9051534800821738
31,0.936231884057971,0.9398659178916956,0.8,0.8009859163119578,0.8840579710144928,0.8998257839721254,0.9884057971014493,0.9883760683760683,0.9710144927536232,0.9708415090925492
32,0.8753623188405797,0.8927002711793391,0.7971014492753623,0.8085589379485274,0.7942028985507247,0.8207207207207208,0.8898550724637682,0.8910688017484133,0.8695652173913043,0.8714524300731198
33,0.7670807453416149,0.7013670587970385,0.6739130434782609,0.5916780866604077,0.7204968944099379,0.6547138346636382,0.8074534161490683,0.7987081977599201,0.7919254658385093,0.7802717057289732
34,0.8347826086956521,0.8175608555642588,0.8521739130434782,0.8544788149864051,0.8869565217391304,0.899960345981313,0.9217391304347826,0.9196334867417959,0.8985507246376812,0.8968043584322655
35,0.9014492753623189,0.90709140670354,0.863768115942029,0.8678156610074307,0.881159420289855,0.8869001519778337,0.9652173913043478,0.9650665383998718,0.9565217391304348,0.9565110294605883
36,0.7971014492753623,0.786763658794899,0.7768115942028986,0.7700686604964305,0.7739130434782608,0.7772417585834324,0.8840579710144928,0.8862165514797095,0.7768115942028986,0.7741816188796894
37,0.8840579710144928,0.8852219173658834,0.7884057971014493,0.7919540860569928,0.8898550724637682,0.9063749761950105,0.9507246376811594,0.9500462907056314,0.9536231884057971,0.953044037287046
38,0.8898550724637682,0.8861094678656859,0.6927536231884058,0.6848130878325301,0.8115942028985508,0.8408558654460294,0.9478260869565217,0.9476099790516093,0.9246376811594202,0.9245484400656815
39,0.7652173913043478,0.7595114510313974,0.7739130434782608,0.7985259532116947,0.8434782608695652,0.8484695396568102,0.8579710144927536,0.8575166768715156,0.8608695652173913,0.8608077226162333
40,0.7942028985507247,0.7970185384954752,0.8463768115942029,0.851310541142251,0.9159420289855073,0.9292916205328747,0.8898550724637682,0.8884795885567343,0.8782608695652174,0.877032481260811
41,0.881159420289855,0.8885559759217175,0.8231884057971014,0.8311029139902542,0.8985507246376812,0.9110671936758894,0.9971014492753624,0.9970998036571808,0.9942028985507246,0.9942028985507246
42,0.8753623188405797,0.8813766736176286,0.5768115942028985,0.6026339725342883,0.8260869565217391,0.8439238718450162,0.9391304347826087,0.9388645789714529,0.8724637681159421,0.8716609567274536
43,0.906832298136646,0.9165136464260368,0.7795031055900621,0.7723263368315842,0.8975155279503105,0.9139954171178204,0.968944099378882,0.9685644160952581,0.953416149068323,0.9529517750023186
44,0.8405797101449275,0.8237610672494121,0.6608695652173913,0.6543521089537294,0.7681159420289855,0.7550759536131877,0.8869565217391304,0.886277012606455,0.9014492753623189,0.9011414779326364
45,0.8385093167701864,0.8338583151004336,0.7577639751552795,0.7414771222075691,0.7795031055900621,0.7722468385289201,0.8819875776397516,0.8775847808105873,0.8664596273291926,0.8610290714941877
46,0.8198757763975155,0.8096949954935069,0.8478260869565217,0.8286275733264075,0.8385093167701864,0.8596976016684046,0.9254658385093167,0.9236583522297808,0.906832298136646,0.9042463442069741
47,0.8461538461538461,0.8657922705101598,0.842809364548495,0.8167281622707979,0.8361204013377926,0.8661798319826639,0.9632107023411371,0.9631224733815407,0.9297658862876255,0.9294135377490975
48,0.7855072463768116,0.7831669876468812,0.808695652173913,0.8072729426316061,0.855072463768116,0.8647255980369001,0.8840579710144928,0.8761573469380161,0.8985507246376812,0.8933350217382129
49,0.8434782608695652,0.8489941134898095,0.7391304347826086,0.6945652967967868,0.9159420289855073,0.9282367005379557,0.9420289855072463,0.9408130081300814,0.9420289855072463,0.9411130100950462
50,0.8724637681159421,0.8749171463457177,0.744927536231884,0.7511611799587631,0.8492753623188406,0.8586956521739131,0.9333333333333333,0.9316017316017315,0.936231884057971,0.935269066976384
51,0.9043478260869565,0.9054865963555832,0.8347826086956521,0.8408209467527352,0.8782608695652174,0.8904213378709268,0.9884057971014493,0.9883725520752168,0.9710144927536232,0.9709261687114827
52,0.8492753623188406,0.8331318184976721,0.9014492753623189,0.9071877666045881,0.8869565217391304,0.9042871031228511,0.9478260869565217,0.9471396477989886,0.9130434782608695,0.9110420815080313
53,0.8724637681159421,0.8813213334406803,0.8666666666666667,0.8709274039087191,0.9130434782608695,0.9273310241527803,0.9420289855072463,0.9416868422181515,0.9130434782608695,0.9133906011814756
54,0.7681159420289855,0.735584670219794,0.7188405797101449,0.6743932035465829,0.8898550724637682,0.8983581209630571,0.9072463768115943,0.9050433891813203,0.863768115942029,0.8602584359651383
55,0.6144927536231884,0.5692541758407009,0.6985507246376812,0.6791944188378617,0.7333333333333333,0.7432999093357149,0.7681159420289855,0.7631403972650643,0.7043478260869566,0.6979629410449626
56,0.7919254658385093,0.7844373673254431,0.782608695652174,0.7584517103895976,0.8291925465838509,0.8443978600061209,0.9440993788819876,0.9438525725647421,0.922360248447205,0.9221920153368316
mean,0.8154722089504699,0.813308974869618,0.7811068072714037,0.7784298990305999,0.8323331171933656,0.8410559039330724,0.9086450299183219,0.9067826413488229,0.8847226014151479,0.8825431684171645
std,0.10412363687303897,0.1110285303472473,0.07636869034918127,0.0838389310243549,0.08691013717124706,0.10185767179824916,0.08845920299494982,0.08831059309201916,0.09283071399582554,0.09325521760767452
