loop,base_model_accuracy_PI,base_model_f1_score_PI,base_model_accuracy_M,base_model_f1_score_M,base_model_accuracy_C,base_model_f1_score_C,meta_model_accuracy,meta_model_f1_score
34,0.7884057971014493,0.6704064861930241,0.9449275362318841,0.9201929076139429,0.991304347826087,0.9893000746031873,0.9942028985507246,0.9931003584229391
35,0.8927536231884058,0.8494572006469816,0.9797101449275363,0.9742042776715607,0.9826086956521739,0.9767699864498645,0.9739130434782609,0.9710795307453446
36,0.7507246376811594,0.6140737934959632,0.8869565217391304,0.7846171251796904,0.7797101449275362,0.7473066378185789,0.8173913043478261,0.8132997586892892
37,0.9217391304347826,0.8815009813265724,0.9391304347826087,0.9275621218603409,0.9623188405797102,0.9537264033464641,0.9971014492753624,0.9966573654226252
38,0.8405797101449275,0.758214757963323,0.9536231884057971,0.9258871022249133,0.9797101449275363,0.9756613756613757,0.991304347826087,0.9895350564468212
39,0.808695652173913,0.7599889746595172,0.9391304347826087,0.9213733327630749,0.9681159420289855,0.9564271348570129,0.9884057971014493,0.9855381949949442
40,0.7884057971014493,0.7125254101872098,0.8231884057971014,0.7920283160975312,0.7913043478260869,0.8278172021814837,0.9333333333333333,0.961111111111111
41,0.8608695652173913,0.7669290035361465,0.9246376811594202,0.8676329185520362,0.9971014492753624,0.9963229416466827,0.9652173913043478,0.9502834467120183
42,0.8260869565217391,0.7703477710732833,0.7855072463768116,0.7821467634101796,0.9594202898550724,0.9557805687653267,0.9884057971014493,0.9877163149163886
43,0.8664596273291926,0.8173733498916125,0.8726708074534162,0.6449429688123156,1.0,1.0,1.0,1.0
44,0.7188405797101449,0.5651736123367901,0.8057971014492754,0.6600847443802649,0.9420289855072463,0.9071601788815233,0.927536231884058,0.8299521501792053
45,0.8229813664596274,0.7950759785325833,0.9037267080745341,0.8481398151965954,0.9440993788819876,0.8398227651467878,0.9596273291925466,0.841120254497809
46,0.8633540372670807,0.7717616941827302,0.9130434782608695,0.8645362633976631,0.9906832298136646,0.9883954937895213,0.9968944099378882,0.9957976475962088
47,0.903010033444816,0.8751585727801429,0.9364548494983278,0.9157485111229825,0.9464882943143813,0.9403735619229172,0.9933110367892977,0.9954917557944959
48,0.8463768115942029,0.8210829850328474,0.8840579710144928,0.8151719215391702,0.8985507246376812,0.8053721488595438,0.8985507246376812,0.9435998715478484
49,0.8724637681159421,0.8203759624284407,0.9304347826086956,0.9015508317876934,0.9971014492753624,0.9963229416466827,1.0,1.0
50,0.8376811594202899,0.7758264437144657,0.8869565217391304,0.8635025049875478,0.9043478260869565,0.888370943396177,0.9942028985507246,0.9929740957966764
51,0.9507246376811594,0.936102497543656,0.8753623188405797,0.7788496914028422,0.9768115942028985,0.9768124106318667,0.9942028985507246,0.9891304347826086
52,0.808695652173913,0.7237577000854514,0.8956521739130435,0.8444947923596157,0.9797101449275363,0.9755783174513825,0.9971014492753624,0.9964280167727908
53,0.8840579710144928,0.8206696425779186,0.9449275362318841,0.9231147324897324,0.9217391304347826,0.9230495706949126,0.9826086956521739,0.9760890461923002
54,0.7507246376811594,0.5659642867614474,0.8405797101449275,0.7401414282411589,0.9855072463768116,0.9744181797419207,0.9014492753623189,0.8290578293361139
55,0.6521739130434783,0.4966671785949574,0.8521739130434782,0.7694340435732798,0.8521739130434782,0.8137188354392648,0.8231884057971014,0.7314811358173565
56,0.7515527950310559,0.6265418731396613,0.9316770186335404,0.900136802653668,0.9906832298136646,0.9872633247761716,0.9720496894409938,0.8473273202750815
mean,0.8159809910586308,0.7413767054317052,0.8934341796919435,0.8452526731263778,0.9094407662730645,0.8835195042752026,0.9441906695788683,0.923462949000138
std,0.10761358857127518,0.12082136875252328,0.06778238865065045,0.09476086615823912,0.11072980676187757,0.136123205910808,0.1009196921384196,0.12135333008064256
