loop,classifier_model_accuracy_PI,classifier_model_f1_score_PI,classifier_model_accuracy_M,classifier_model_f1_score_M,classifier_model_accuracy_C,classifier_model_f1_score_C,meta_model_accuracy,meta_model_f1_score
49,0.5942028985507246,0.5625325759414432,0.672463768115942,0.6561397051155436,0.24057971014492754,0.13636363636363635,0.8260869565217391,0.835981194424903
50,0.6898550724637681,0.6987469298102342,0.5594202898550724,0.5336234002963122,0.10434782608695652,0.13311146166219454,0.8115942028985508,0.8290640583335009
51,0.7101449275362319,0.7016137347134233,0.6144927536231884,0.6365992849938037,0.15072463768115943,0.1016614205434628,0.8405797101449275,0.8613698716444451
52,0.6811594202898551,0.6900827125901958,0.591304347826087,0.559223260204347,0.35942028985507246,0.25006503830033244,0.8,0.8267990074441688
53,0.6956521739130435,0.7010336285051656,0.7391304347826086,0.7032613307252975,0.35942028985507246,0.22059779077322939,0.8956521739130435,0.9074134207694406
54,0.48405797101449277,0.46528024873981766,0.5652173913043478,0.569059737237139,0.21159420289855072,0.20119847048171074,0.6840579710144927,0.720275893112004
55,0.48695652173913045,0.48897952400569245,0.6405797101449275,0.5781076124471026,0.3855072463768116,0.243873073630137,0.6869565217391305,0.7029409792567687
56,0.6832298136645962,0.602956911509543,0.7080745341614907,0.5340996582588279,0.2950310559006211,0.1524318429661941,0.7919254658385093,0.7997093228342348
mean,0.6117102359338384,0.5879565538666706,0.6155083270766502,0.5749394422456687,0.300132527927559,0.19048787210785928,0.7554208472686733,0.7652911568436471
std,0.11664367272314025,0.13505257488704636,0.07564642925531131,0.09865154721910713,0.07427271353580203,0.06994196885962668,0.1057452628685742,0.11223672037984461
